schoolSN,courseName,courseId,userId,userName,comments,mark,agreeCount
PKU,英语阅读,1462118161,4355206,17级传卓卢佳丽  ,我觉得非常好，能拓展我的词汇量。帮助我英语学习,5.0,8
PKU,英语阅读,1462118161,4920901,苦丁苦,内容丰富，老师讲得很好，很有收获！一定程度上圆了我昔日没考上北大的北大梦……虽然困难不小，比如我的中英文表达能力目前似乎确凿都很糟糕，这很大程度上影响了我在课程前后 参与交流讨论的效果，但我会努力克服，至少我会努力。（人常说，三十而立，四十不惑。我已算是进入不惑之年。回首过去，我没考上北大、后来也没考上博士，现在这个年龄也没啥指望和野心了——也不再想到底俺命里是不是有作家、文学家、史学家、哲学家、思想家、社会学家、人类学家等等这些华而不实、虚无缥缈的问题了，唯一的一个小小心愿就是再咬牙把英语水平稍提高些，希望通过这门课和其他英语课、中文课的认真学习——当然，不限于北大的课——我的英语综合能力有所提高，最好在有生之年考下三级和二级笔译证，并在韩素音翻译赛中取得名次）,5.0,6
PKU,英语阅读,1462118161,4572333,黎晟恒️,有字幕就更好了,5.0,5
PKU,英语阅读,1462118161,4374321,Victor_Wu,"Teacher is very excellent on pronauciation , provide detailed backgroud information for us",5.0,4
PKU,英语阅读,1462118161,4294202,mooc54253515208435200,讲的很仔细，太棒了,5.0,4
PKU,英语阅读,1462118161,4571643,路过的眼神,有一点吃力。。,4.0,2
PKU,英语阅读,1462118161,4387269,mo木可可oc,"老师讲得很好，值得学习
",5.0,1
PKU,英语阅读,1462118161,4341652,兰馨ykt28421253098010960,The largest producers and consumers  with a production amount of5，398bkwh and4，099bkwh Regarding consumption they were5，322bkwh and3，866bkwh The other countries had a production ranging from1，057bkwh Russia to the smallest being485.1bkwh Korea. ,5.0,1
PKU,英语阅读,1462118161,4253126,通信191曲高龙2019310131,北大的课必须彩,5.0,1
PKU,英语阅读,1462118161,4975924,k1294353273257033386,"想将以老师把所有测验和作业的截止时间调整为11月课程截至的时间
，后加入的同学可以不受时间限制完成。",4.0,0
PKU,英语阅读,1462118161,4964338,DeviL坤,英语词汇量增加了 ,5.0,0
PKU,英语阅读,1462118161,4958517,SimonWhisper,太棒了，课程丰富,5.0,0
PKU,英语阅读,1462118161,4947164,工商管理21-5王世豪,"very nice
",5.0,0
PKU,英语阅读,1462118161,4932684,橋k1281185247056713256,great,5.0,0
PKU,英语阅读,1462118161,4928345,Sophyy,课文选得好，老师讲得好,5.0,0
PKU,英语阅读,1462118161,4929237,mooc14160510682653979,可以说这门课程很是符合我的想象，非常好,5.0,0
PKU,英语阅读,1462118161,4921002,樟树k1294765106798354861,有段时间没接触英语了，好些单词不熟悉了。跟着老师的课学习！谢谢,5.0,0
PKU,英语阅读,1462118161,4916599,yycykt1560931621722,超级棒的课程，学到了很多,5.0,0
PKU,英语阅读,1462118161,4917454,白日梦想家He,很久没接触英文了，认真听下来有收获！,5.0,0
PKU,西班牙语语音,1461797174,4358536,肉骨头🍖,"在外语学习中语音就像说好中文普通话一样重要。以前学习外语发音只是简单地模仿，这个课程让我们知其所以然，从发音位置、发音方式、汉西英三语对比、四个国家口音对比、口腔结构、语音学知识等方面科学学习和纠正发音。
",5.0,4
PKU,西班牙语语音,1461797174,4336661,anniek1284153438207482859,老师的音色和发音都很好，课程思路也很清晰，听课很享受！,5.0,4
PKU,西班牙语语音,1461797174,4250083,成沫,发音器官知识介绍和相关的语音学解释超棒！一般语音课和语言入门课都听不到的干货！对学习任何语言都有帮助，赞！,5.0,4
PKU,西班牙语语音,1461797174,4333691,2waya24,老师讲解细致清晰，幽默条理有重点，教法灵活。,5.0,2
PKU,西班牙语语音,1461797174,4325970,一盆奶茶,老师的讲解很详细，课后的习题和作业也能帮助学生很好的复习,5.0,2
PKU,西班牙语语音,1461797174,4323958,北语张博妍,老师的讲述很系统清晰！,5.0,2
PKU,西班牙语语音,1461797174,4303483,M. echola,第一次那么认真学发音。,5.0,2
PKU,西班牙语语音,1461797174,4943544,KayLei,very good. like it so much.,5.0,1
PKU,西班牙语语音,1461797174,4527245,史玉玺002040,老师讲的非常清晰，好接受！,5.0,1
PKU,西班牙语语音,1461797174,4467357,国泰民安mooc11588500064437,感谢北大！感谢宋扬老师！课件做得非常专业详尽，作为一个中年入门者，跟着老师轻松学习，倍感贴心。期待老师的后续课程推出，将西语进行到底。,5.0,1
PKU,西班牙语语音,1461797174,4396864,k1246499299134153644,老师声音好好听哦～上课思路清晰～知识点讲解详细～太棒了！！！,5.0,1
PKU,西班牙语语音,1461797174,4395908,韩若冰k1290750738701393922,想去西班牙留学 提前接触一下西班牙语 挺有用的 最起码看着单词就能念出来了 虽然不知道什么意思 哈哈,5.0,1
PKU,西班牙语语音,1461797174,4400684,Petraaa1999,语音课太好了，终于分得清清浊以及舌尖颤音的发音方式了，还有不同字母的在不同位置的发音,5.0,1
PKU,西班牙语语音,1461797174,4400395,啦啦啦啦啦xhl,老师声音好好听啊，教的发音方法特别实用，长见识了！,5.0,1
PKU,西班牙语语音,1461797174,4361200,mooc1495424252203,get到好多国家都使用西班牙语！,5.0,1
PKU,西班牙语语音,1461797174,4960418,Beauvoirk121637632033303630,课程不长，但每小节课的内容都很扎实，有讲解有示范，还有不同地区外教的朗读，很棒！,5.0,0
PKU,西班牙语语音,1461797174,4941549,201921030235,很有用！！希望能学会rr,5.0,0
PKU,西班牙语语音,1461797174,4922914,mooc94802626416594734,"比较入门，适合新手
",5.0,0
PKU,西班牙语语音,1461797174,4917895,Stevisha,对于学习声乐的来说，西班牙语的艺术歌曲不容错过，这门课很好的带我系统的学习了以下语音，感谢老师！,5.0,0
PKU,西班牙语语音,1461797174,4922815,squeak！,老师讲得很生动,5.0,0
PKU,意大利语语音,1461815177,4255297,mooc1469632925688,目前只听了第一课，但是我想说不愧是北大。希望以后能有更多关于意大利语的课程，网上的学习意大利语的资源太少了。,5.0,17
PKU,意大利语语音,1461815177,4246970,宋扬,一直想学意大利语，终于找到名师啦：）,5.0,10
PKU,意大利语语音,1461815177,4255348,jockenmooc,太好了，意大利语语音是学习声乐的人必修的。,5.0,6
PKU,意大利语语音,1461815177,4307463,木子姐姐Yan,我会好好学习意大利语的，谢谢老师们提供这么好的平台,5.0,2
PKU,意大利语语音,1461815177,4736002,chou2748,我真是一个初学者了，想学习意大利语是因为意大利歌曲，很喜欢，继续加油,5.0,1
PKU,意大利语语音,1461815177,4571179,Gemma-Mika,老师很可爱。讲课不废话,5.0,1
PKU,意大利语语音,1461815177,4495239,mooc-Flavia,我感觉很适合初学者和发音不标准的同学。,4.0,1
PKU,意大利语语音,1461815177,4447413,宗政家的女儿,太好了这个课程,5.0,1
PKU,意大利语语音,1461815177,4982223,河苑街小学卫利利,眼界开阔了,5.0,0
PKU,意大利语语音,1461815177,4963104,mooc37932930418702900,老师讲的非常好，太享受了,5.0,0
PKU,意大利语语音,1461815177,4921305,文学院19020101190070王媛媛,好！！！得！！1很！！1,5.0,0
PKU,意大利语语音,1461815177,4835629,mooc55816264346135012,可学，可得！,2.0,0
PKU,意大利语语音,1461815177,4727478,学残,crwerew,5.0,0
PKU,意大利语语音,1461815177,4696698,羽觞mooc1,非常非常非常棒！感谢老师们！！！,5.0,0
PKU,意大利语语音,1461815177,4697201,华东分控徐晗,讲解细致，课后练习能很好巩固课程内容，非常喜欢讲解后的视频跟读部分。,5.0,0
PKU,意大利语语音,1461815177,4685781,学员b908kada75240201737916036,挺好的，有助于对于基础知识的学习。,5.0,0
PKU,意大利语语音,1461815177,4570104,JacobLee李静远,华若凝脂， 发音完美， 亲切可爱。 ,5.0,0
PKU,意大利语语音,1461815177,4538964,潇洒的年轻人,"课程条理清晰
",5.0,0
PKU,意大利语语音,1461815177,4407301,Sylvialalala,老师讲解很好，学的很有用！,5.0,0
PKU,意大利语语音,1461815177,4399810,mooc77872395043712887,学完了意大利语语音，大有收获。谢谢成老师的辛勤付出。为了加深印象，我决定学习第二遍。感恩，感激！向成老师问好！,5.0,0
PKU,基础俄语Ⅲ,1461795174,4246181,宋扬,学俄语就要跟刘淼老师学！期待老师继续推出基础俄语IV：）,5.0,14
PKU,基础俄语Ⅲ,1461795174,4338033,Zephyr96,老师讲地很清晰，解答了很多之前无法理解的疑问！真诚推荐广大俄语学子前来聆听,5.0,5
PKU,基础俄语Ⅲ,1461795174,4339085,萨申卡奇卡,刘老师的课程内容干货满满，语速适中，讲解深入浅出，对于词汇、句型的练习十分到位。对于夯实俄语基础学习特别有帮助。客观的讲，该课程是俄语专业四级备考、掌握俄语相关主题基本词句的必选课程。,5.0,4
PKU,基础俄语Ⅲ,1461795174,4338953,mooc72677209699009819,老师教学经验丰富，精心组织课堂内容，每节课教学目的明确，重点突出，讲解清晰易懂，精彩、用心！,5.0,4
PKU,基础俄语Ⅲ,1461795174,4399385,夕殿,刘老师的课太棒了！我听过刘老师的基础俄语I和基础俄语II，都很有收获。这次的III，虽然难了些，但很有条理，我基本边听边做笔记，里面的词组和例句感觉能很快记住，还上口。喜欢对话中的动画，而且对话有个名字很新颖，方便回想对话的内容，以前总是记不清楚。总之太喜欢这门课了，希望能尽快出基础俄语IV。,5.0,3
PKU,基础俄语Ⅲ,1461795174,4373506,ABSmooc13,有学习群吗请问,5.0,3
PKU,基础俄语Ⅲ,1461795174,4357965,mooc16057496556255175,刘淼老师是坠棒的！！！(๑•̀ㅂ•́)و✧,5.0,3
PKU,基础俄语Ⅲ,1461795174,4377648,enfance_L,终于等到新课啦！,5.0,2
PKU,基础俄语Ⅲ,1461795174,4620036,寅月伶七,Очень хорошо!,5.0,1
PKU,基础俄语Ⅲ,1461795174,4574298,一片一片k1271389731126768691,山楂树歌曲太好听了，我想听原版,5.0,1
PKU,基础俄语Ⅲ,1461795174,4521443,哈！芝士就是力量,期待第四册,4.0,1
PKU,基础俄语Ⅲ,1461795174,4508981,iridescentmooc42,上一期，因为考研准备复试，只听了两个单元，非常可惜。这次老师说5号开课，又报名了！老师讲得真的特别好，而且还特别负责。在学习交流群里，从第一课的测验讲到最后的测验，这一次一定全部学完，把老师群里的语音从头到尾听一遍。ฅ'ω'ฅ,5.0,1
PKU,基础俄语Ⅲ,1461795174,4410262,Hxiao〰,刘老师的精读课对俄语全阶段学习者均有很大的帮助。无论是课程中对于词、句的精度讲解（包括介词的多种用法），还是丰富多样的主题延伸，均对大家的语法、词法起到很好的巩固作用。通过课程学习，加强了对俄语思维的理解。期待后续课程！,5.0,1
PKU,基础俄语Ⅲ,1461795174,4946154,梁忆茹,很好，很顺利。,5.0,0
PKU,基础俄语Ⅲ,1461795174,4837083,凡2021,希望多出一些这样的高校优质教师的课程,5.0,0
PKU,基础俄语Ⅲ,1461795174,4745183,iR.Ло Юнrayong,henyouyong kWh ,5.0,0
PKU,基础俄语Ⅲ,1461795174,4633356,日日新-足矣,"打基础很好
",5.0,0
PKU,基础俄语Ⅲ,1461795174,4619487,一杯棕色的苦茶,之前就看过老师的视频，非常喜欢刘老师的节奏，希望之后的视频能更详细些,5.0,0
PKU,基础俄语Ⅲ,1461795174,4566655,mooc81904126547899327,"很好 真心不错

",5.0,0
PKU,基础俄语Ⅲ,1461795174,4560529,٩( 'ω' )و爽,收益匪浅，非常喜欢学习,2.0,0
PKU,社区护理学,1461515171,4376226,mooc74679223940979405,我学完这门课后学会了关于社区护理好多知识，收益匪浅，内容丰富，还学会了职业道德素质，品质... 我对这门课非常满意。,5.0,1
PKU,社区护理学,1461515171,4369222,mooc87127810641891804,通过学习，学习护理学 我学的好多，内容丰富多彩！！,5.0,1
PKU,社区护理学,1461515171,4584673,王高霞,收益颇多，感谢老师们的辛苦付出,5.0,0
PKU,社区护理学,1461515171,4538025,李丹,课程内容丰富，教师授课认真，学了很有收获。,5.0,0
PKU,社区护理学,1461515171,4379508,刘茂茂,深入浅出的讲解，对我帮助非常大。,5.0,0
PKU,社区护理学,1461515171,4371336,mooc6267099819134128,内容很丰富，学到了好多知识。,5.0,0
PKU,社区护理学,1461515171,4376336,mooc74576077970867391,学到很多医学知识，很受益,5.0,0
PKU,社区护理学,1461515171,4375252,mooc73679500918125057,我这次学到很多知识，知识很多丰富。,4.0,0
PKU,社区护理学,1461515171,4372212,mooc6340399655954025,感觉非常好，社区护理学内容丰富，学完这门科感觉特别好，我很满意。,5.0,0
PKU,社区护理学,1461515171,4371206,冷月k1270170871137884970,内容很丰富，学到了很多实用的知识。,4.0,0
PKU,社区护理学,1461515171,4363311,mooc73634959765421819,通过学习，社区护理学我学的好多，内容丰富多彩。,5.0,0
PKU,社区护理学,1461515171,4363304,mooc74676297611603092,内容丰富，有趣性强，理论联系实际，实践性强,5.0,0
PKU,社区护理学,1461515171,4365274,mooc74675138680449832,内容特别丰富，学到了很多知识 ,5.0,0
PKU,社区护理学,1461515171,4368220,mooc74670757221469165,课程内容简单明了，组织完善，老师讲课清晰易懂，学到了很多,5.0,0
PKU,社区护理学,1461515171,4358654,清凌依帆,课程内容组织合理，具有较高的宏观性；授课方式理论与实践结合，但受疫情影响，进入社区调查有困难。,4.0,0
PKU,社区护理学,1461515171,4316040,冠县职业教育中心宋丹阳,内容完善。,5.0,0
PKU,社区护理学,1461515171,4316673,芳宝儿瑜伽,今天第一次听课，内容简单明了,5.0,0
PKU,社区护理学,1461515171,4320281,Bettyzq,老师讲的清楚明白，课件也很精美，很棒，非常感谢,5.0,0
PKU,社区护理学,1461515171,4255605,聊城文苑初级中学孟丽萍,学到很多医学护理知识。很受益。,5.0,0
PKU,社区护理学,1461515171,4173510,mooc1529991751630,很实用的课程，老师们讲的非常清晰，难得的我比较感兴趣，听着不瞌睡,5.0,0
PKU,护理教育学,1461545164,4323141,mooc12552494575702693,老师们讲的特别好，收获特别多，刚刚听完郭老师讲的行为主义理论，以一只狗、一只猫、一只小白鼠、一个婴儿一只兔子，把行为主义理论的几个代表人物串了起来，特别生动，也容易理解和记忆，特别好，感谢老师们了！,5.0,3
PKU,护理教育学,1461545164,4328611,科乐k121158656727408050,内容丰富，大学里没学到的，到社会后充电,5.0,2
PKU,护理教育学,1461545164,4397723,在路上k126049199792542158,内容十分不错,5.0,1
PKU,护理教育学,1461545164,4325931,良辰残月,课程非常棒然我更加了解护理学,5.0,1
PKU,护理教育学,1461545164,4298528,mooc61942523514895986,学到很多自己盲区的知识，谢谢老师！,5.0,1
PKU,护理教育学,1461545164,4978269,汪彬kada82342129326683652,老师讲的挺好的,5.0,0
PKU,护理教育学,1461545164,4966447,miakapi,老师讲的非常好,5.0,0
PKU,护理教育学,1461545164,4395820,柠檬牛奶棉,还行，就是不知道哪些还没修,4.0,0
PKU,护理教育学,1461545164,4400614,jsyy。,很好很充实,5.0,0
PKU,护理教育学,1461545164,4390269,保护1128号小行星,资源丰富，教学新颖,5.0,0
PKU,护理教育学,1461545164,4389219,护理学201915021陆佳琦,收获很多，了解到了很多知识，拓宽了知识面,5.0,0
PKU,护理教育学,1461545164,4377393,安静沉睡,好好好好好好好好好好好,4.0,0
PKU,护理教育学,1461545164,4380384,护理学201915004陈明欣,很好，可以看到名校老师的授课,5.0,0
PKU,护理教育学,1461545164,4379362,湖中大-20护6-0621-常甜,课程通俗易懂,5.0,0
PKU,护理教育学,1461545164,4378337,wingsk1286087382189155277,教学方式新颖，教学内容安排适当，学习体验非常好。,5.0,0
PKU,护理教育学,1461545164,4382333,执着的安静,非常好。感觉很不错。,5.0,0
PKU,护理教育学,1461545164,4383264,湖中大-20护5-0568-陈璐瑶,让我了解了护理的起源，发展和护理的具体教学方法,5.0,0
PKU,护理教育学,1461545164,4379202,湖中大-20护五-0539-黎梓健,"非常非常好
",5.0,0
PKU,护理教育学,1461545164,4374751,钱钱啦,老师讲的非常好，带教临床实习生我又有了信心。,5.0,0
PKU,护理教育学,1461545164,4372661,护理学201915014王玥,了解了护理教育学这门课程对护理的帮助,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4838741,mooc3443761959898779,人生路上必不可少的课程,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4835513,兔子先森mooc2,内容非常出色通俗易懂,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4830969,聂红仙,老师讲的非常专业,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4830503,mooc89452648485093132,通过这门课真的学到了很多科学的基础知识，感谢各位老师的悉心讲解，感谢助教的耐心解答，希望更多的孕妇可以看到这门课程～,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4811443,王建坤,作为一个初为人父的菜鸟，对这方面的知识储备知之甚少，感谢侯睿老师等专家团队给我提供这方面的专业知识，使我从一个只凭主观意念判断的无知者蜕变成一个拥有专业判断的统筹者，老师的授课分类明确，从基础理论讲解，身体，心里等不同角度对分娩过程及护理进行系统的讲解，使我收益颇深。,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4769276,LYUN2018054626,学习到了很多,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4741579,時k1249248688950562114,NICE 很好,5.0,1
PKU,孕产期妇女保健与护理,1461535169,4904417,玥圆花好,课程挺好，但是服务不足，按时上课，参加讨论，没有落下的作业、测验和考试，为什么才73分，也没有再次核实分数，而且不能申请证书！,3.0,0
PKU,孕产期妇女保健与护理,1461535169,4889263,旅途立乐刘胜国18569246002,内容系统，老师讲解生动！,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4880309,只有一个1213,老师讲解非常棒，内容很丰富。,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4881279,暮瓜的天使,刚好二胎，学习到了，心里也淡定许多,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4878261,yeehh,讲的好好 每句话都是重点,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4872185,184索朗旦增S5A40418015196507,最亮、、、、、,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4873729,云烟现雪,内容充实，知识点较为详细丰富,4.0,0
PKU,孕产期妇女保健与护理,1461535169,4863237,韩红娇,感谢老师，学到了很多孕产期的保健与护理知识。,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4848306,胡风娇,了解了很多知识,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4844375,陈彬彬165000226,非常有帮助,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4844264,annalwy,很棒，对于孕妇有科普意义。特别是产程的讲述，让我对生产过程有了更科学的认知。,5.0,0
PKU,孕产期妇女保健与护理,1461535169,4841071,annalwy,很棒，对于孕妇有科普意义。特别是产程的讲述，让我对生产过程有了更科学的认知。,4.0,0
PKU,孕产期妇女保健与护理,1461535169,4844263,annalwy,很棒，对于孕妇有科普意义。特别是产程的讲述，让我对生产过程有了更科学的认知。,5.0,0
PKU,基础护理学（上）,1461521171,4615357,小叮当boy,请问什么时候开始下半期,5.0,2
PKU,基础护理学（上）,1461521171,4951298,PKU-20级-护理四班-王乔松,"真正开始接触专业技能的学习了，紧张激动开心
",5.0,0
PKU,基础护理学（上）,1461521171,4942884,miakapi,"刚开始学习课程，本着崇敬心认真听讲！感谢慕课平台，让无缘高等学府的我有缘听教授讲课！！！幸福之至~！！
",5.0,0
PKU,基础护理学（上）,1461521171,4662247,电气182班18050930204时浩洋,超出预期了,5.0,0
PKU,基础护理学（上）,1461521171,4588642,仙女姐姐mooc11584315854554,学习使我进步,5.0,0
PKU,基础护理学（上）,1461521171,4589461,魔术k1251662067767927576,教的不错，这个网站我很喜欢,5.0,0
PKU,基础护理学（上）,1461521171,4589445,mooc95849189565755744,很不错的课程哦，涨知识了！,5.0,0
PKU,基础护理学（上）,1461521171,4563091,李凌L,学习到很多知识，收获到很多,5.0,0
PKU,基础护理学（上）,1461521171,4563494,mooc14333778748507921,课程很实用,5.0,0
PKU,基础护理学（上）,1461521171,4565203,邢灵豆😊,受益非线，,5.0,0
PKU,基础护理学（上）,1461521171,4561210,邢灵豆😊,受益非线，,5.0,0
PKU,基础护理学（上）,1461521171,4556417,黎mooc08,"优秀优秀优秀
",5.0,0
PKU,基础护理学（上）,1461521171,4512182,一杯清茶2,课程内容特别好，老师讲的也特别清楚,5.0,0
PKU,基础护理学（上）,1461521171,4514696,尽善尽美k1230151409054675009,非常好，值得学习,5.0,0
PKU,基础护理学（上）,1461521171,4508775,ykt49502265071161347,"各位老师讲的都很好，而且还前线易懂，给我们想学习的人提供了很好的学习环境


",5.0,0
PKU,基础护理学（上）,1461521171,4511500,颜1997520,确实很棒，讲解到位，还会添加新内容,5.0,0
PKU,基础护理学（上）,1461521171,4469530,destinyone晶晶,老师，您好，我特别想考北大护理专业的研究生，我会努力的！,5.0,0
PKU,基础护理学（上）,1461521171,4419617,徐金华k1277294115875078316,什么时候第二次开课，非常期待,5.0,0
PKU,基础护理学（上）,1461521171,4413264,mooc71697653730339538,非常易懂的,5.0,0
PKU,基础护理学（上）,1461521171,4393965,姚晓莉mooc,充实了基础知识,5.0,0
PKU,呼吸系统疾病患者的护理,1461521170,4331565,小头爸爸k126197333658168828,了解慢阻肺疾病治疗和护理知识。,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4300327,夏婷6,老师讲解的很好。,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4175905,PKU1810108218,。。。。。,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4156674,朱建石,上课方式很好,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4131260,yun云怡,课程不错。,4.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4109745,郎曦臻,学习获得知识，知识使人快乐。,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4103971,PKU1810108216,老师讲得很清楚，条分缕析,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4108728,李利,老师讲的深入浅出，很多地方都讲的非常清楚,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4096083,延恩,无论从内容还是形式上都非常好,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4083620,mooc70155214806350994,老师讲的特别的细，虽然是解剖比较难理解，但是老师讲的很通透。,4.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4082373,PKU1810108512,已经同意了，为什么每次都要弹出来同意,3.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4082347,mooc64382572999625589,老师授课内容贴近临床，重点突出，实时更新，非常棒！感谢老师！,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4074113,limulin001163com,增长知识学了,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4064383,PKU1810108105,学习了很多，棒,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4064310,mooc46118272819884590,老师说的条理清晰，通俗易懂。,5.0,1
PKU,呼吸系统疾病患者的护理,1461521170,4638108,柳鑫丽,很好的老师,5.0,0
PKU,呼吸系统疾病患者的护理,1461521170,4607630,mooc79642388120346843,"课程很有帮助
",5.0,0
PKU,呼吸系统疾病患者的护理,1461521170,4515419,漱石k1280699800841002431,很精致的课程。,5.0,0
PKU,呼吸系统疾病患者的护理,1461521170,4349272,护理8班963周娜娜,怎么拿证书？谁告诉我？,5.0,0
PKU,医学心理学,1461542169,4694329,imnovember,"医生治病救人，是头疼医头脚疼医脚吗。我住过医院的ICU,也有实习医生帮我理过发，我当时住的是神经外科，我是小脑的母细胞血管瘤，我手术的时候还是一个孕妇。我非常感谢当时救助我的一组医生护士，让我从一个病人成为了一个正常人，无论是生理还是心理。",5.0,6
PKU,医学心理学,1461542169,4779527,美食特工,希望平台请老师上传视频时把课件也上传上。谢谢,5.0,3
PKU,医学心理学,1461542169,4843676,mooc1529656008862,讲的非常好！,5.0,2
PKU,医学心理学,1461542169,4842262,徽风郎韵,很好，值得学习！,5.0,2
PKU,医学心理学,1461542169,4746900,古霄春,学习心理学，先了解自己,5.0,2
PKU,医学心理学,1461542169,4743909,此处空白呀,        课程我觉得很不错的，很喜欢老师的镜头感，感觉老师是在对着我授课的，而不是看着课件念的，同时也说明老师的专业素质非常过硬，很喜欢。上课也较能投入。不过感觉基础知识点偏浅显，有些知识点没有提起，或者只提到一点点。希望后期学到医学这一块，希望老师能稍微深入地引导一下，非常感谢~,4.0,2
PKU,医学心理学,1461542169,4874755,18010283082,这门课程对自己理解各种心身疾病有了很大帮助！！感谢老师们！！,5.0,1
